CustomerID,recency,frequency,monetary,cluster
12346.0,5.784132827309859,0.0,11.253943573823328,2
12347.0,5.759217181544302,5.017279836814924,8.188219569776217,0
12348.0,5.880812277004387,3.4339872044851463,7.494063073115967,2
12349.0,2.89591193827178,4.290459441148391,7.471732968549245,3
12350.0,5.736894826106403,2.833213344056216,5.8126368795682835,1
12352.0,5.690697235107546,4.442651256490317,7.8264989998173595,0
12353.0,5.318610069815799,1.3862943611198906,4.489759334476764,1
12354.0,5.447168313280391,4.060443010546419,6.984253249954862,2
12355.0,5.366443195595637,2.5649493574615367,6.1301389417957415,1
12356.0,5.784132827309859,4.07753744390572,7.941484098135936,0
12357.0,3.4995332823830174,4.875197323201151,8.733557012207653,0
12358.0,5.011301738639416,2.9444389791664403,7.063185140307775,2
12359.0,5.802420444553201,5.501258210544727,8.759775382222475,0
12360.0,5.2988172415896875,4.859812404361672,7.886893102332885,0
12361.0,5.6598305871270185,2.302585092994046,5.247024072160486,1
12362.0,5.687314281948894,5.583496308781699,8.56146458989636,0
12363.0,5.489350863944013,3.1354942159291497,6.313729189289999,2
12364.0,4.719391330078114,4.442651256490317,7.1802221856274375,2
12365.0,5.6736668507515775,3.091042453358316,6.4637780066406085,2
12367.0,1.410986973710262,2.3978952727983707,5.1298987149230735,3
12370.0,5.88638177065483,5.111987788356544,8.173516263222275,0
12371.0,4.079230924412053,4.143134726391533,7.5433051258615,2
12372.0,5.690697235107546,3.9512437185814275,7.1686877496912045,2
12373.0,5.740114403903592,2.6390573296152584,5.8990750978146345,1
12374.0,3.2228678461377385,3.4965075614664802,6.610736420753241,3
12375.0,4.585987366571318,2.833213344056216,6.125995440065589,3
12377.0,5.869579359117858,4.343805421853684,7.395242672567691,2
12378.0,4.860587297852597,5.389071729816501,8.296227267349803,0
12379.0,5.136386499401816,3.6888794541139363,6.747985508258503,2
12380.0,5.220896219579452,4.6443908991413725,7.910190679028988,0
12381.0,4.779963476361254,4.465908118654584,7.52045675400915,2
12383.0,5.863915226161007,4.59511985013459,7.523297611206567,0
12384.0,4.796616650559047,3.295836866004329,6.372244125934022,2
12386.0,5.820379622240015,0.6931471805599453,4.963543686562405,1
12388.0,5.787204082795274,4.605170185988092,7.93047955061779,0
12390.0,4.370712874773608,3.4657359027997265,6.309809181366579,2
12391.0,3.0492730404820207,4.532599493153256,6.133376350787404,3
12393.0,5.805436128382701,4.1588830833596715,7.366887528339237,2
12394.0,5.380358076884246,3.295836866004329,7.148801614817896,2
12395.0,5.878015854600402,4.969813299576001,7.890818285308281,0
12397.0,4.906015244966153,4.836281906951478,7.787382026484701,0
12398.0,3.8088822465086327,4.442651256490317,7.399862807134799,2
12399.0,5.5649034757050835,4.07753744390572,7.010988533623789,2
12401.0,5.714062784063757,1.6094379124341003,4.4355674016019115,1
12402.0,5.777961872830453,2.3978952727983707,5.41920668382349,1
12403.0,3.893859034800475,1.6094379124341003,6.0586557966483054,3
12405.0,4.997887721273753,3.9889840465642745,7.444535158156782,2
12406.0,5.210032451680465,4.653960350157523,8.136049895453139,0
12407.0,5.576327819303087,4.343805421853684,7.443207171674392,2
12408.0,5.5610661724546055,4.653960350157523,7.96854454394051,0
12409.0,5.2045559867335625,4.6913478822291435,9.31224422023701,0
12410.0,5.730424405602622,3.258096538021482,6.541650297385683,2
12412.0,5.130490255904535,4.110873864173311,7.112311144659565,2
12413.0,5.820379622240015,3.6375861597263857,6.6309472030822345,2
12414.0,5.736894826106403,2.8903717578961645,6.33240891169833,2
12415.0,5.820379622240015,6.573680166960646,11.735385822961016,0
12417.0,5.878015854600402,5.2574953720277815,8.20226324447132,0
12418.0,4.719391330078114,3.5263605246161616,6.50530561983443,2
12420.0,4.144720769547168,3.367295829986474,6.397745988592037,3
12421.0,5.765504533284198,3.8066624897703196,6.6934971352559,2
12422.0,5.781052110147502,3.6635616461296463,6.689176294165507,2
12423.0,5.8667513029343406,4.8283137373023015,7.528014512086246,0
12424.0,5.08821342874163,3.4011973816621555,7.47367117946604,2
12425.0,4.35799005684564,3.58351893845611,6.655826376236174,2
12426.0,5.268373490174964,3.4011973816621555,6.367895548631091,2
12427.0,4.096009841541162,3.044522437723423,6.258433577962221,3
12428.0,5.6458001921178536,5.683579767338681,8.981752024626017,0
12429.0,5.900171288661591,4.574710978503383,8.229644443409692,0
12430.0,3.763522997109702,2.3978952727983707,5.547128664610825,3
12431.0,5.878015854600402,5.3981627015177525,8.720835829913876,0
12432.0,5.1480757032174935,4.68213122712422,8.529007131205692,0
12433.0,4.511957804265912,5.60947179518496,9.168356244107146,0
12434.0,5.5610661724546055,3.912023005428146,6.6923814649322875,2
12435.0,5.587623120115915,3.58351893845611,8.965716511844825,0
12436.0,4.596129441335942,2.772588722239781,6.2326641032217625,3
12437.0,5.802420444553201,5.298317366548036,8.507447859549341,0
12438.0,4.942356453342962,4.584967478670572,7.9748597005485555,0
12442.0,1.1314021114911006,2.4849066497880004,5.14842427697342,3
12444.0,5.1422481808981475,5.176149732573829,8.518304573602201,0
12445.0,3.095577608523707,1.3862943611198906,4.894101477840304,3
12446.0,4.044804116661965,4.060443010546419,6.91016237958956,2
12447.0,5.493472881322077,3.258096538021482,6.166656582488999,2
12448.0,3.7864597824528,3.091042453358316,6.108247082430783,3
12449.0,5.231643233280044,5.25227342804663,8.310756795088908,0
12450.0,5.153869462182164,2.0794415416798357,5.288166015491662,1
12451.0,5.781052110147502,5.869296913133774,9.108929822697402,0
12452.0,2.7788192719904172,3.091042453358316,6.065342135582565,3
12453.0,4.898585790287632,3.7612001156935624,6.561299370951966,2
12454.0,4.027135812528651,2.70805020110221,8.168611125903507,2
12455.0,5.690697235107546,4.499809670330265,7.810741902372775,0
12456.0,5.537727890326118,4.8283137373023015,8.064994902097869,0
12457.0,5.476881874464279,4.143134726391533,7.767826920419833,0
12458.0,5.649326288860142,3.6375861597263857,6.853826936956581,2
12461.0,5.03760174232607,3.5553480614894135,6.717780510934403,2
12462.0,5.714062784063757,4.127134385045092,7.081448047966782,2
12463.0,5.485211785187126,4.418840607796598,7.204060068724803,2
12464.0,5.733664849138071,3.367295829986474,7.100150921347566,2
12465.0,5.130490255904535,3.8501476017100584,6.6097400023905655,2
12468.0,5.756058619221572,3.6375861597263857,6.5925512618187145,2
12471.0,5.897428555181388,6.129050210060545,9.89465617042625,0
12472.0,5.759217181544302,5.594711379601839,8.50530480374361,0
12473.0,5.252796851246227,5.117993812416755,8.278593303983712,0
12474.0,5.796361655949294,6.045005314036012,8.905971851893122,0
12475.0,3.9721769282478934,3.58351893845611,6.584072902289314,3
12476.0,5.889154928283412,5.4510384535657,8.827104356678948,0
12477.0,5.707442435487688,5.703782474656201,9.489474010458004,0
12478.0,1.1314021114911006,3.58351893845611,6.523694456007644,3
12479.0,2.4069451083182885,3.4339872044851463,6.267769646536424,3
12480.0,5.81740873473106,5.0369526024136295,8.096126001355508,0
12481.0,5.900171288661591,5.375278407684165,8.629882386578712,0
12483.0,5.826295049131593,4.31748811353631,7.818060131171495,0
12484.0,5.81740873473106,5.8377304471659395,8.42108309176132,0
12488.0,4.318820558770089,4.007333185232471,7.169165242095056,2
12489.0,5.81740873473106,2.70805020110221,5.8142200800543105,1
12490.0,5.796361655949294,5.501258210544727,8.59748755972827,0
12491.0,3.6402142821326553,3.258096538021482,6.132312855695362,3
12492.0,4.6549122778829055,2.995732273553991,5.573332045272136,1
12493.0,5.283711214158674,3.091042453358316,6.072675802532805,2
12494.0,5.900171288661591,4.343805421853684,7.127854200110122,2
12497.0,4.395682961121367,2.6390573296152584,6.950048191172388,2
12498.0,4.044804116661965,3.1354942159291497,6.000919705878737,3
12500.0,5.808442745199634,4.110873864173311,8.356536057113468,0
12501.0,5.81740873473106,5.003946305945459,7.682247395870788,0
12502.0,5.733664849138071,4.990432586778736,8.22254558251059,0
12504.0,3.40452517175483,2.1972245773362196,6.178255268956393,3
12506.0,5.447168313280391,3.1354942159291497,4.298645025734831,1
12507.0,5.697429000684026,3.091042453358316,7.173889351861322,2
12508.0,3.370738174177447,4.219507705176107,5.987381221670346,3
12509.0,5.649326288860142,1.9459101490553132,5.173887288169859,1
12510.0,5.784132827309859,3.4965075614664802,6.890273356765622,2
12512.0,4.191168746857641,3.4339872044851463,4.928195270711869,3
12513.0,4.719391330078114,3.5553480614894135,6.4173693344536025,2
12514.0,5.587623120115915,3.9318256327243257,6.9253790637356865,2
12515.0,5.8667513029343406,2.772588722239781,5.950121583573599,1
12516.0,5.19351225218191,3.258096538021482,7.179429913288101,2
12517.0,5.247550249494384,5.631211781821365,7.825221319909941,0
12518.0,4.701389043728634,4.820281565605037,7.628999028192428,0
12519.0,4.144720769547168,2.833213344056216,5.831706508722779,3
12520.0,5.609838028479659,5.0238805208462765,7.876395547223832,0
12521.0,4.956531035103055,3.6375861597263857,6.396562921310821,2
12522.0,3.933784497209659,2.4849066497880004,5.261757111236235,3
12523.0,5.802420444553201,4.663439094112067,7.489898270499103,0
12524.0,5.808442745199634,4.969813299576001,8.408676589442319,0
12526.0,4.544358046591334,4.2626798770413155,7.182929452790709,2
12527.0,5.784132827309859,2.8903717578961645,5.854527361348627,1
12528.0,5.743323649276734,4.5217885770490405,7.56712848593487,0
12530.0,5.81740873473106,4.189654742026425,7.416005589473747,2
12531.0,2.6461747973841225,2.833213344056216,4.830870466083991,3
12532.0,3.40452517175483,2.772588722239781,5.857733134480792,3
12534.0,4.86830338551846,4.143134726391533,6.9932722065049,2
